   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.558411         6.24535      0.0225379        5.76965         6047.41        3.16637        810.585        -5.28578       0.405013        103.683
       1        0.502243         5.93101      0.0212128        5.43044          6077.5        3.15471        807.601         4.22504       0.402923        103.148
       2         0.49823         5.77347      0.0212074        5.42904         6089.36        3.19327         817.47        0.855975        0.40298        103.162
       3        0.501144         6.11182      0.0223255        5.71529         6080.25        3.13342         802.15       -0.702941       0.400226        102.457
       4             0.5         6.06625      0.0215622        5.51988         6064.85        3.13014        801.309         2.79539       0.404388        103.522
       5        0.498886         5.92258      0.0204584        5.23731          6115.8        3.14264        804.509         1.33423       0.400716        102.582
       6        0.499771         6.25247      0.0226771        5.80529         6090.75        3.08978        790.979          2.9743       0.405564        103.824
       7        0.500854         5.96046       0.021868        5.59818         6100.13        3.18455         815.24         0.37709       0.400544        102.538
       8        0.499252         5.96839      0.0214139        5.48193            6072        3.18566        815.523         1.96884        0.40231        102.991
   total        0.505256         6.02186       0.014468        5.55571         6081.87        2.10276        807.458        0.942689       0.268935        103.271
