   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.561707         3.51988      0.0127285        3.25847         12960.9        6.13019        1569.32        -3.77549       0.557451        142.706
       1        0.501221          3.5155      0.0129497         3.3151         12972.5        6.18669        1583.78       -0.819198       0.533785        136.648
       2        0.498825         3.43488      0.0128854        3.29863         12896.7        6.19235        1585.23        -0.37764       0.545246        139.582
       3        0.501129         3.33614      0.0124843        3.19595         12992.8        6.25728        1601.85        0.795435       0.538093        137.751
       4        0.498947         3.44024      0.0124706        3.19246         12894.9        6.36294         1628.9        0.892328       0.539227        138.041
       5        0.500443         3.34007      0.0123977         3.1738         12993.4        6.18698        1583.86       -0.588393       0.539822        138.193
       6        0.500122         3.32479      0.0125611        3.21561         12916.5        6.11098         1564.4         3.67459       0.541267        138.563
       7        0.498169         3.42603      0.0124051        3.17569         12895.5         6.1993        1587.01        -3.40922       0.541985        138.747
       8         0.50206         3.39603      0.0126415         3.2362         12967.4        6.11586        1565.65        -2.64293       0.544833        139.476
   total        0.506978         3.41482     0.00841926        3.23298         12943.7        4.13002        1585.92       -0.792987       0.361196        138.699
