   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.480652       0.0921048    0.000358965      0.0918942         1103.46     0.00952087        2.43732        -99.7357    0.000760616       0.194716
       1        0.499664       0.0899983    0.000351553      0.0899968         1103.43      0.0094076        2.40833         -99.737     0.00075958       0.194451
       2        0.499619       0.0933014    0.000370259      0.0947855         1103.51      0.0096881        2.48014        -99.7314    0.000771777       0.197573
       3        0.499481       0.0903065     0.00035929      0.0919775         1103.41      0.0094409        2.41685        -99.7391    0.000752764       0.192706
       4        0.500656       0.0938707    0.000369555      0.0946054         1103.51     0.00975347        2.49687         -99.732    0.000784374       0.200798
       5        0.500565       0.0898738    0.000345709      0.0885009         1103.42     0.00927899         2.3754        -99.7378    0.000749813       0.191951
       6        0.499756        0.091348    0.000358629      0.0918083         1103.43     0.00932207        2.38643        -99.7378    0.000742487       0.190075
       7         0.49855       0.0889685    0.000344881      0.0882889         1103.37     0.00910973        2.33207        -99.7414    0.000733767       0.187843
       8        0.502472       0.0916231    0.000353532      0.0905035         1103.48     0.00974675        2.49515        -99.7328     0.00079705       0.204043
   total        0.499166       0.0913149    0.000238166      0.0914554         1103.45     0.00631665        2.42559        -99.7362    0.000507466       0.194866
