   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.561386         3.01722       0.011351        2.90582         16720.8        7.90801        2024.44       -0.453854        0.60141         153.96
       1        0.501038         2.82799      0.0107047        2.74038         16862.8        7.72789        1978.32       -0.395143       0.600994        153.853
       2          0.4991         2.90677      0.0106654        2.73033         16804.8        7.90767        2024.35        -2.07464       0.596424        152.683
       3        0.501511         2.85667      0.0105822        2.70902         16798.6        7.88647        2018.92         2.65541       0.598759        153.281
       4        0.501038         2.91429       0.010911        2.79319         16848.1        7.79889         1996.5        -0.70099       0.597106        152.858
       5        0.497879         2.88121      0.0106969         2.7384           16835        8.00656        2049.66       -0.165482       0.595887        152.546
       6        0.502213         2.85123      0.0102736        2.63001         16815.7        7.82328        2002.74         1.10264       0.604715        154.806
       7        0.499557          2.8851       0.010812        2.76784         16882.7        7.71299        1974.51       -0.414094       0.603649        154.533
       8        0.498016         2.95925      0.0108537        2.77852         16875.6        7.79661        1995.92        -2.34618       0.596129        152.608
   total        0.508714         2.89972     0.00717265        2.75429           16827        5.23207        2009.11       -0.338971        0.39958        153.438
