   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.558823         4.13428      0.0154418        3.95307         9577.87        4.84452        1240.19       0.0560502       0.489499        125.311
       1        0.503174         4.15706      0.0154829        3.96359          9674.2        4.77537        1222.49        -1.68636       0.491289        125.769
       2        0.498093         4.51763      0.0165745        4.24303          9600.4        4.78325         1224.5      -0.0285441       0.492469        126.071
       3        0.501358         4.09864      0.0148777        3.80866         9672.66        4.88805        1251.33        0.304237       0.493029        126.214
       4        0.499832         4.40738      0.0156146         3.9973         9606.41        4.76719        1220.39         2.46117       0.488214        124.982
       5        0.500443         4.23539      0.0158642        4.06121         9583.64        4.78142        1224.03         1.02409       0.493585        126.357
       6        0.501007         4.28803      0.0151897        3.88853         9631.22        4.64354        1188.74         3.04052       0.482921        123.627
       7        0.499359          4.1799      0.0150932        3.86383         9663.98        4.83841        1238.62          2.5659       0.489703        125.363
       8        0.497696         4.28301      0.0158435         4.0559         9598.47        4.79428        1227.33        -1.39092       0.488817        125.136
   total        0.505235         4.25247      0.0103818        3.98661         9622.23        3.19417        1226.56        0.843675       0.326486         125.37
