Number of particles: 100
Nmax: 10
Gamma: 0.5
Interaction type: contact
Step size: 0.0001
Batch size: 200000
Batch count: 500
             Batch number               Average n0          Fluctuations n0                   Energy           Particle count                 Momentum
                        1        12.19693029863782        10.36262926640865        8309.795713228008        100.0001225022646      0.08145354495850299
                        2        11.44292686532967        9.982821798741186        8309.794969943843        100.0001187977391      0.08145301327621723
                        3        11.28843990767367        9.799646703736141        8309.794254919092         100.000115186683      0.08145302529671739
                        4        12.33550952135834        9.779106240373109        8309.793492673696        100.0001113932445      0.08145322239647967
                        5        12.10915963985154        9.620637870944606        8309.792745410788        100.0001076653309      0.08145280617432249
                        6        11.35038923693164        9.024860658903282        8309.791992744023        100.0001039145176      0.08145312331135557
                        7        11.78997490972716        10.13779822283117        8309.791240801022        100.0001001691817      0.08145293610843751
                        8        12.57835739955127         10.7778661104652        8309.790496496362        100.0000964495177      0.08145332617385037
                        9        12.16975563875511        10.79661571411873        8309.789698054468        100.0000925304202      0.08145386257013554
                       10        11.76419823802896        10.24182130259293        8309.788916100355        100.0000886673807      0.08145395881714634
                       11        11.57935476483515        9.798810011405212        8309.788188574657        100.0000850084301      0.08145408174337376
                       12        10.61803210047392        8.926162456693129        8309.787420328026        100.0000812024117       0.0814545107142326
                       13        11.79664076738956        10.62824674709692        8309.786668208213        100.0000774516863       0.0814546995268568
                       14        11.97144093385247        10.35351484593876        8309.785938946297        100.0000738007935      0.08145460073033917
                       15        12.19427248996421        9.798763685973846        8309.785187694435        100.0000700579213      0.08145498160591977
                       16        12.28731233898994         9.83031734006155        8309.784465414552        100.0000664278261      0.08145487269752572
                       17        11.88789202872085        9.826326697885404        8309.783709746214         100.000062664428      0.08145443564336574
                       18        12.34320354025175        9.815163663273207        8309.782943951468        100.0000588689651        0.081453944359418
                       19        11.67967450769181        10.24396937781066         8309.78219171033        100.0000551220574       0.0814541014507455
                       20        13.19548428747706        10.41852416969296         8309.78141914853        100.0000513089542      0.08145428652625686
                       21        11.73039326567489        9.594136825742895        8309.780704476621        100.0000477050687      0.08145448240659903
                       22        10.47689738535319          9.3587649772759        8309.779991128173        100.0000441125693      0.08145411241498657
                       23        12.09352329659145        10.59645833549498        8309.779251186848        100.0000404112409      0.08145347068886366
                       24        11.40392511480347        9.596525264751756        8309.778560833071        100.0000369118666      0.08145366912415497
                       25         12.2546919161638        9.946405387009623         8309.77778484694        100.0000330703275      0.08145346375759921
                       26        11.58380363661331        9.475520898823767        8309.776985076549        100.0000291480213      0.08145473903973732
                       27        12.01058559185259        10.50805347648141        8309.776242927082        100.0000254465727      0.08145449039417763
                       28        12.20240053867498        10.20611079083443        8309.775480702328        100.0000216683166      0.08145483213660876
                       29        11.73151025491079        9.712275672027191        8309.774695769902        100.0000178027658      0.08145581837729132
                       30        11.74321963906084        9.750548461014953        8309.773943372546        100.0000140549036      0.08145641952643778
                       31        11.80589439399957        9.638691040220088        8309.773178175619        100.0000102629264      0.08145607527835708
