   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.484222         16.9814      0.0383119        9.80778        -878.358        2.48343        635.754        -2.28153       0.040503        10.3687
    init        0.483002         14.7402       0.014907        3.81615        -903.111        2.80005        716.808       -0.269033      0.0421194        10.7825
    init        0.483276          14.342     0.00627912        1.60744        -904.563        2.48102        635.136        0.691915      0.0400169        10.2443
    init        0.482803         14.5699     0.00931419        2.38441        -929.017        1.90731        488.267        0.244947       0.035825        9.17114
    init        0.483429         13.7453     0.00983881        2.51872        -879.363         2.9103        745.031        0.402958      0.0375697        9.61777
    init        0.482925         15.3945      0.0192017         4.9156         -884.58        2.81241        719.972        0.549559      0.0429092        10.9847
    init        0.482803         14.1151     0.00821224        2.10232        -925.371        1.88534        482.643        0.402655      0.0457707        11.7172
    init        0.482681         14.6797       0.010958        2.80522        -926.664        1.97329        505.157      -0.0997595      0.0364112         9.3212
  accept        0.499756         14.3678     0.00499978        1.27993         -998.52      0.0358837        9.18617         1.08637          0.038        9.72791
  accept        0.500687         14.1066     0.00436941        1.11856        -999.303       0.034815        8.91257         2.03262      0.0366373        9.37908
  accept        0.501205         14.2794      0.0041956        1.07407        -998.524       0.038489         9.8531        0.429361      0.0376643        9.64197
  accept        0.498947         14.1158     0.00477841        1.22326        -1000.62      0.0371452        9.50909        0.324726      0.0329594        8.43755
  accept         0.49939         14.1734     0.00430498        1.10207        -999.385      0.0349045        8.93549       -0.467348       0.036509        9.34624
  accept        0.500717         14.4348     0.00438993        1.12381        -999.921      0.0354582        9.07722         1.37664       0.032258        8.25799
  accept        0.499496         14.3211     0.00501501        1.28383         -999.87      0.0366653        9.38625        0.735979      0.0367942        9.41924
  accept         0.49971         14.1404     0.00440022        1.12645        -1000.47       0.035496        9.08691         1.59205      0.0393639        10.0771
  accept        0.499985         14.3239     0.00458132        1.17281        -999.983        0.03755        9.61274        -2.04181      0.0339095        8.68076
  accept        0.500656         14.2216     0.00514617        1.31741        -998.624      0.0357215        9.14462       -0.317127      0.0343868        8.80296
  accept        0.500412         14.2583     0.00449727        1.15129        -999.888      0.0372119        9.52618      -0.0457511      0.0361428        9.25249
       1        0.499924         14.1911     0.00463885        1.18754        -999.421      0.0352698          9.029       -0.507156      0.0361885        9.26419
       2        0.499176         14.1738     0.00484818        1.24112        -999.737      0.0370596        9.48719       0.0821525      0.0388727        9.95134
       3        0.500702         14.2895     0.00475785          1.218        -999.834      0.0363492        9.30532         1.20674      0.0371152        9.50142
       4        0.500046         14.1697     0.00471863        1.20796        -1000.29      0.0354791        9.08257         -1.4354      0.0338404        8.66308
       5        0.499435         14.0299     0.00431692        1.10512        -999.998      0.0347018        8.88359        0.472667       0.036599        9.36928
       6         0.49881         14.3769     0.00464468        1.18903        -999.321      0.0352779        9.03108         1.36854       0.035754        9.15295
       7        0.500809         14.4428     0.00444265        1.13731         -999.85      0.0358674        9.18198       0.0161331      0.0368483        9.43309
       8        0.500626         14.2132     0.00509305        1.30381        -999.249       0.035473        9.08103      -0.0456325      0.0360593         9.2311
   total        0.498848         14.2356     0.00333132        1.20606        -999.714       0.025248         9.1407        0.146587      0.0258648          9.364
