   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.490463         23.8655       0.010185        2.60734         -343.68       0.403283         103.24       -0.601432      0.0345252        8.83838
    init        0.489914         24.0227      0.0142126         3.6384        -338.572       0.566011        144.898          1.0092      0.0372107        9.52586
    init        0.490952         23.9304      0.0115029        2.94473        -334.915       0.733045        187.658         0.39969       0.036152        9.25485
    init        0.490982         24.2091      0.0100903        2.58309        -340.806       0.470134        120.353       -0.513202      0.0359878        9.21281
    init        0.491379         24.3225      0.0112707        2.88528        -339.736       0.593798        152.011       -0.062248      0.0360916        9.23938
  accept        0.500061         24.1899     0.00970974        2.48568        -351.816      0.0254853        6.52418         1.32742      0.0345959        8.85649
  accept        0.499084         23.8865     0.00904184        2.31469        -352.702      0.0261383        6.69135         1.16078       0.034891        8.93203
  accept        0.499634         24.0205     0.00994128        2.54495        -351.763       0.026795        6.85946        0.146663      0.0360752        9.23518
  accept        0.500793         24.0635     0.00909892         2.3293        -351.292      0.0277238        7.09725        0.783651      0.0371401        9.50779
  accept        0.498856         23.6861     0.00959364        2.45595        -352.446        0.02627        6.72506        -1.00383      0.0345581        8.84679
  accept        0.500015         23.9091      0.0101725        2.60415        -352.069       0.027211        6.96595       -0.693261      0.0340621        8.71983
  accept         0.50029          23.915     0.00948128        2.42719        -352.222       0.025411        6.50516         1.32241      0.0348804         8.9293
  accept        0.499542         23.9548     0.00887722        2.27255        -351.845      0.0259855        6.65224        0.646872      0.0346858         8.8795
  accept        0.500717           24.11     0.00911199        2.33265         -351.76      0.0251919        6.44908       -0.193926      0.0356501        9.12636
  accept        0.500778          23.791       0.009548        2.44427         -352.23      0.0255201        6.53308       -0.524807      0.0365839        9.36542
  accept         0.49884          23.926     0.00880388        2.25378        -352.318      0.0265699        6.80184    -0.000793555      0.0351525        8.99897
       1        0.500488         24.0056     0.00993852        2.54424        -351.559       0.026501        6.78421        0.112517      0.0362196        9.27215
       2        0.500717         23.8608     0.00948172         2.4273        -351.746      0.0271718        6.95593        0.788856      0.0364779        9.33828
       3        0.499344         24.1865     0.00952728        2.43896        -351.791      0.0268421        6.87152       -0.909519      0.0335436        8.58708
       4        0.500885          23.984     0.00951054        2.43468        -352.039      0.0259588        6.64541      -0.0246499      0.0355454        9.09955
       5        0.499084         24.0137     0.00995761        2.54913        -351.483      0.0278335        7.12532       -0.438543      0.0362793        9.28742
       6        0.500107         24.2221     0.00939225         2.4044        -352.218      0.0269215        6.89185         0.40481      0.0380885        9.75059
       7        0.499832         23.9645      0.0088179        2.25737        -352.502      0.0265754        6.80326        0.396241      0.0347324        8.89143
       8        0.500458         24.1018      0.0100104        2.56263        -351.923      0.0275972        7.06483        0.873972      0.0376173        9.62996
   total        0.499947         24.0422     0.00678548         2.4566        -351.911      0.0190655        6.90244        0.149468      0.0255665        9.25601
