   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.505585         50.2685      0.0253352        6.48577        -79.5902      0.0367938        9.41914        0.136618      0.0362623        9.28309
    init        0.505356         50.2998      0.0241463        6.18139        -79.9022      0.0300255        7.68648      -0.0795999      0.0366241        9.37569
       1         0.50032         50.6428      0.0243898        6.24374        -80.1796      0.0158532        4.05838       -0.111928      0.0357069        9.14089
       2        0.498993         49.9908      0.0242134        6.19859        -80.1391      0.0162383        4.15698         0.50948      0.0348935        8.93266
       3        0.500687         50.3211      0.0235236        6.02201        -80.4144      0.0152963        3.91582        0.319788      0.0345608         8.8475
       4        0.500183          50.408      0.0245126        6.27517        -80.2481      0.0158643        4.06123       -0.179264      0.0352216        9.01666
       5        0.500122         50.9346      0.0251092        6.42789        -79.8896      0.0166161        4.25368        0.185233      0.0352746        9.03023
       6         0.49881         50.0193      0.0239019        6.11885        -80.2614      0.0159077        4.07234        0.594635      0.0348502        8.92158
       7        0.500259         50.1721      0.0239816        6.13925        -80.4193      0.0156954        4.01798        0.279299      0.0340277        8.71104
       8        0.501312         50.8215      0.0257085        6.58133         -80.063      0.0163545        4.18672       -0.364009      0.0346071        8.85935
   total        0.503098         50.4126      0.0172958        6.26173        -80.2007       0.011316        4.09682        0.153689      0.0246932        8.93986
