   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.497482         35.5054      0.0273642        7.00518        -164.566       0.140616        35.9974       -0.304822      0.0356055        9.11493
    init         0.49675         34.8645      0.0161953        4.14596        -166.505       0.118788        30.4094        0.231647      0.0348175         8.9132
    init        0.496857         34.4323      0.0195846        5.01362        -165.675       0.138179        35.3735        0.245703       0.037059        9.48702
    init        0.496429          35.015      0.0187019        4.78765         -163.38       0.252905        64.7433        0.542411      0.0354544        9.07625
    init        0.496109         35.3004      0.0155016        3.96839        -168.315      0.0314141        8.04195        0.688338      0.0360292         9.2234
    init         0.49704         35.0255       0.015152        3.87889        -167.184      0.0759347        19.4391       -0.451308      0.0364878        9.34081
    init        0.496994         34.7486      0.0183272        4.69174        -165.866        0.15874        40.6371        0.510737      0.0347563        8.89756
    init        0.496704          34.981      0.0161383        4.13138        -166.651       0.119967        30.7112       -0.373256      0.0358939        9.18877
    init        0.496674         34.2563      0.0168738        4.31965        -166.478       0.126824        32.4667      -0.0539966      0.0359561        9.20468
       1        0.500275          34.885      0.0158888        4.06751        -168.634      0.0197498        5.05592      -0.0269183      0.0345438        8.84315
       2        0.500122         34.3448      0.0158041        4.04582         -168.47      0.0212306          5.435         0.55409      0.0353304        9.04452
       3        0.500092         34.5069      0.0162884        4.16979         -168.44      0.0209751        5.36958       -0.160669      0.0349345        8.94316
       4        0.499466         34.6382      0.0153395        3.92688        -168.569      0.0198675        5.08603       -0.225561      0.0354268        9.06919
       5        0.501007         34.2379      0.0168936        4.32473        -167.996      0.0215737        5.52282        0.584567      0.0379096        9.70479
       6        0.499268         34.5787      0.0156166        3.99781        -168.705      0.0205174         5.2524         1.58876      0.0351565        8.99999
       7        0.500473         34.2865      0.0154553        3.95652        -168.605      0.0207707        5.31725       -0.917675      0.0352287        9.01848
       8        0.499588         35.0939      0.0159588        4.08541        -168.059      0.0211433        5.41265      -0.0885737      0.0362824        9.28823
   total        0.500908         34.5704      0.0112757        4.08222        -168.433      0.0146849         5.3165        0.168516      0.0252667         9.1475
