   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.514374         64.8697      0.0311973        7.98646        -50.3716      0.0143097        3.66326         0.29068      0.0324513        8.30748
    init        0.512589         64.5014      0.0324095        8.29677        -50.2217      0.0224799        5.75481       0.0608464      0.0333651        8.54141
  accept         0.49971         64.8521      0.0310676        7.95325        -50.4604      0.0125279        3.20711        0.444161      0.0329739        8.44125
  accept        0.501419         65.0676      0.0319214        8.17181         -50.365      0.0128496        3.28946         0.23635      0.0324156        8.29833
  accept        0.498489          64.971      0.0316261        8.09621        -50.3247      0.0131286        3.36089       -0.239198      0.0336084        8.60368
  accept        0.501221         64.7337      0.0301033        7.70638        -50.4543      0.0127758        3.27059        0.433299      0.0329722        8.44081
  accept        0.499756         64.7906      0.0306221        7.83919        -50.4636      0.0126053        3.22694        0.383523      0.0326395        8.35564
  accept        0.499817         64.6671      0.0309904        7.93349        -50.4053      0.0128137        3.28029      -0.0816788      0.0333723        8.54325
       1        0.500031         64.8511      0.0306034        7.83442        -50.5325      0.0125073        3.20184       -0.239046      0.0326111        8.34837
       2        0.499863         65.0969      0.0302192        7.73606        -50.4387      0.0131007        3.35375       -0.260187      0.0330696        8.46576
       3        0.500488         64.6378      0.0304124        7.78552        -50.4033      0.0128518        3.29004      -0.0954356      0.0332006        8.49929
       4        0.498993         64.5269      0.0315309        8.07185        -50.2849      0.0131345         3.3624        0.126382      0.0331487          8.486
       5        0.500473         64.9017      0.0305951        7.83228        -50.4637      0.0128853        3.29862       -0.153132      0.0323558        8.28303
       6        0.500214         64.5949      0.0301979        7.73061        -50.5265      0.0125457        3.21167     0.000223023      0.0336825        8.62266
       7        0.500992         65.0897      0.0316781        8.10953        -50.4069      0.0129554        3.31655      -0.0322292       0.032365        8.28537
       8        0.499329         64.8542      0.0308523        7.89814        -50.4985      0.0122428        3.13412       -0.311708      0.0325136        8.32341
   total        0.499374         64.8199      0.0217659        7.88007        -50.4433     0.00903987        3.27277        -0.12058        0.02325        8.41736
