   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.494186         30.4645      0.0141492        3.62216        -219.124       0.156516        40.0677        0.154753      0.0340123        8.70707
    init        0.494003         30.3987      0.0188667        4.82983        -217.603       0.212416        54.3782         1.06744      0.0369878        9.46881
    init        0.494995         29.9701      0.0147647        3.77972         -218.26       0.205805        52.6857        0.693208      0.0371111        9.50037
    init         0.49408         30.4608       0.012486        3.19638        -219.263       0.183501        46.9758      -0.0317922      0.0366587        9.38455
       1        0.500748         30.3387      0.0135777        3.47586         -222.04      0.0236273        6.04854        0.556926      0.0351149        8.98934
       2        0.499298         30.2538      0.0132764        3.39874        -221.822      0.0229903        5.88548        0.506311      0.0343772        8.80051
       3        0.500397         30.6422      0.0134054        3.43175        -222.021      0.0227892        5.83399      -0.0953138      0.0353146        9.04047
       4        0.500488         30.3589      0.0129901        3.32545        -222.649      0.0224998        5.75991      -0.0886945       0.034034        8.71265
       5        0.499039          30.191        0.01298        3.32286        -222.014      0.0238352        6.10176      -0.0351482      0.0368041        9.42178
       6        0.501282         29.7601      0.0126001         3.2256        -222.288      0.0219062        5.60794      -0.0468735      0.0365953        9.36832
       7        0.499115         30.5452      0.0128463        3.28863        -222.317      0.0223732        5.72751         1.04448       0.035415        9.06617
       8        0.499985         30.1811      0.0126685         3.2431        -221.695      0.0228968        5.86154        0.340964      0.0357464        9.15102
   total         0.49897         30.2849     0.00925087        3.34916        -222.104      0.0161817        5.85838        0.273897       0.025077         9.0788
