   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.492416         26.4171      0.0148533        3.80242        -273.479        0.42333        108.372        -1.20755      0.0368771        9.44046
    init        0.492111         26.7722      0.0122147        3.12695         -279.84       0.202505        51.8409       0.0702722      0.0351447        8.99696
  accept        0.499649          26.862      0.0107586        2.75417        -284.492      0.0247734        6.34193       -0.456935      0.0356196        9.11854
  accept        0.500656         26.7266      0.0103468        2.64877        -284.373      0.0238982         6.1179         1.52472       0.036887        9.44299
  accept        0.500198         26.4563      0.0109492        2.80296        -283.963      0.0257331        6.58763      -0.0961015      0.0355224        9.09366
       1        0.499542         26.8937      0.0114034        2.91924        -284.047      0.0250638        6.41628       -0.524427      0.0368172        9.42514
       2        0.499939          27.122      0.0112074        2.86906        -283.875      0.0261257        6.68813       0.0724571      0.0360658        9.23277
       3        0.500565         26.8617      0.0108428        2.77574        -284.523      0.0236257        6.04813         1.98907      0.0339186        8.68309
       4        0.499039         26.3001      0.0106493         2.7262         -284.56      0.0241643        6.18602        0.132095      0.0352064        9.01277
       5        0.500916         26.4483      0.0113545        2.90673        -284.512      0.0256132        6.55693        0.575009      0.0337173        8.63156
       6        0.499557         26.5641      0.0109021         2.7909        -284.557      0.0248418        6.35945        -0.10823      0.0370356        9.48103
       7        0.499893         26.6073      0.0108508        2.77777        -284.568      0.0239532        6.13198       -0.447272      0.0355212        9.09335
       8        0.500366         26.7498      0.0111715        2.85987        -284.648      0.0251314        6.43358        0.137512      0.0353962        9.06137
   total        0.500046         26.6935     0.00784406        2.83984        -284.414      0.0175646        6.35904         0.23095      0.0251683        9.11185
