   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.499925          74.161       0.015839         15.839         5209.67      0.0784791         78.479       0.0442511     0.00486595        4.86594
    init        0.499906         75.0681      0.0150499        15.0499         5207.36      0.0748971         74.897       0.0111596     0.00482214        4.82213
       1        0.500056         74.8141      0.0150074        15.0074         5206.65      0.0744367        74.4366      -0.0228903     0.00477883        4.77883
       2        0.499937         75.0106      0.0154187        15.4187         5207.36       0.075428         75.428     -0.00846023     0.00484097        4.84097
       3         0.49998         75.2606      0.0153099        15.3099         5207.33       0.076285         76.285     -0.00195222     0.00483421        4.83421
       4        0.500019         74.9747      0.0151462        15.1462         5206.37      0.0745776        74.5775     -0.00296732     0.00476437        4.76437
       5        0.499978         73.3427       0.017107         17.107         5210.48      0.0770352        77.0352       0.0225774      0.0048789         4.8789
       6        0.500033         73.2291      0.0163752        16.3752         5211.93      0.0769156        76.9156       0.0507804     0.00496021        4.96021
       7        0.499963         73.8696       0.015978         15.978         5209.85      0.0755564        75.5564        0.006686     0.00489298        4.89298
       8        0.500005         75.8294      0.0146741        14.6741         5207.37      0.0751031         75.103       0.0435896     0.00481709        4.81709
   total        0.499665         74.5414      0.0110802        15.6697         5208.42      0.0535258        75.6968       0.0113044     0.00342718        4.84677
