   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.50116         3.29072     0.00314421        3.14421         20929.8         1.9342         1934.2         0.14803       0.145122        145.122
       1        0.500085           3.308     0.00316882        3.16881         20953.6        1.91224        1912.24      -0.0430589       0.144462        144.462
       2        0.500126         3.30226     0.00316362        3.16362         20944.6        1.92145        1921.45        0.809835       0.144502        144.502
       3        0.499939         3.28506     0.00315313        3.15313         20980.4        1.92256        1922.56        0.117417       0.145465        145.465
       4        0.500155         3.28455     0.00315822        3.15822         20953.9        1.90945        1909.45       0.0993249       0.145114        145.114
       5         0.49979         3.30483     0.00318576        3.18576         20955.5        1.91419        1914.19         -1.3607       0.145515        145.515
       6        0.500152         3.31663     0.00319245        3.19245         20940.8        1.91621        1916.21       -0.889879       0.145404        145.404
       7        0.499912         3.28085      0.0031186         3.1186         20939.7        1.91889        1918.89      -0.0960638       0.145033        145.033
       8        0.499981         3.25019     0.00311629        3.11629         20944.5        1.91625        1916.25       0.0744364       0.144491        144.491
   total        0.499999         3.29161     0.00223263        3.15741         20951.8        1.35519        1916.53       -0.165796       0.102509        144.969
