   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501034         4.69092     0.00440838        4.40838         14808.6        1.32148        1321.48       -0.220218       0.119838        119.838
       1        0.500203          4.7279     0.00446763        4.46763           14818        1.32574        1325.73        0.383223       0.120275        120.275
       2        0.499896         4.71501     0.00444764        4.44763         14808.6        1.32147        1321.47        0.449663        0.12003         120.03
       3        0.500086         4.65286     0.00438857        4.38857         14818.4        1.31495        1314.95         -1.4747       0.120293        120.293
       4        0.499824         4.71637     0.00441281        4.41281         14837.5        1.33691        1336.91         1.30615       0.120352        120.352
       5        0.500028         4.73579     0.00447924        4.47924           14817        1.32918        1329.18         1.37589        0.11859         118.59
       6        0.500088         4.63866     0.00437366        4.37366         14806.2        1.32651         1326.5        0.454185       0.118826        118.826
       7        0.500023         4.67472      0.0043674         4.3674         14818.4        1.33258        1332.58        0.647281       0.119562        119.562
       8        0.500068           4.752     0.00448886        4.48886         14815.7        1.32605        1326.05      -0.0224048       0.119347        119.347
   total        0.499904         4.70174     0.00313149         4.4286         14817.6       0.938119         1326.7        0.386442      0.0846225        119.674
