   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.480469         44.7833      0.0940375        24.0734         5776.65       0.976574        250.001        -10.2176       0.135785        34.7606
       1        0.498047         42.4602        0.10003        25.6074          5741.6       0.868538        222.344         -22.274       0.164055        41.9978
       2        0.501617         25.1404      0.0783039        20.0457         5793.18       0.850351        217.688         30.0116       0.208209        53.3011
       3        0.499146         46.2553      0.0923278        23.6357         5746.16       0.870105        222.745         5.37012       0.113808        29.1345
       4        0.499908         35.8729      0.0859647        22.0068          5787.8        0.86173        220.601         19.1671       0.148948        38.1304
       5        0.500549         25.9565      0.0831343        21.2822         5826.77       0.870721        222.903         19.5978       0.249311        63.8232
       6        0.499863          43.921      0.0789462        20.2101         5740.53       0.840103        215.065        -8.47859       0.116061        29.7114
       7        0.499664         30.1399      0.0903627        23.1327         5828.83       0.902063        230.926        -15.4501       0.197198        50.4823
       8        0.501099         42.0996      0.0914226         23.404          5768.4       0.868745        222.397          27.938       0.164588        42.1343
   total        0.497871          37.402      0.0624979        23.9991         5778.78        0.59206         227.35         5.08191       0.124392        47.7664
