   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500427          14.437      0.0124209        12.4209         7564.89       0.521633        521.632        -2.23213      0.0729682        72.9682
    init        0.500354         13.9827      0.0120306        12.0306         7569.45       0.514514        514.513        -0.64886      0.0718356        71.8356
    init        0.500385         14.1231      0.0120638        12.0638         7564.61       0.517385        517.385         2.28503      0.0710241         71.024
    init        0.500352         14.1967      0.0124391        12.4391         7569.48       0.524989        524.989        0.925422      0.0726758        72.6757
    init        0.500361         13.9555      0.0122041        12.2041         7575.83       0.521156        521.155      -0.0651951      0.0712532        71.2532
       1        0.499975         14.7193       0.012522         12.522         7564.48       0.520171        520.171        -2.55858       0.072156         72.156
       2        0.500068         13.8316      0.0118943        11.8943         7570.53       0.520588        520.587         1.15275      0.0728036        72.8035
       3        0.499962         14.6801      0.0126862        12.6862          7558.3       0.519489        519.488        -0.90045      0.0713301        71.3301
       4        0.499965         13.7527      0.0120223        12.0223         7567.04       0.518016        518.015         0.95851      0.0725916        72.5916
       5        0.500091         13.8367      0.0121542        12.1542         7561.85       0.522412        522.412        0.919089       0.072448         72.448
       6        0.499961         14.3128      0.0121946        12.1946         7558.88       0.522915        522.915        -2.54915      0.0723656        72.3656
       7        0.499938         13.9598      0.0122065        12.2065         7556.78       0.524146        524.145       -0.849796      0.0719205        71.9205
       8        0.500063         14.3385      0.0123269        12.3269         7564.49       0.518857        518.857         1.96008       0.072892         72.892
   total        0.499635         14.1789     0.00866827        12.2588         7562.87       0.368303        520.859       -0.234547      0.0511491        72.3358
