   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500954         7.05879      0.0065749        6.57489         10828.7       0.907736        907.735        0.257994      0.0977246        97.7245
       1        0.499845         7.20983     0.00670415        6.70415         10807.7       0.908276        908.275       -0.654546      0.0983389        98.3389
       2        0.500042         7.30616     0.00677847        6.77847           10808       0.904315        904.314        0.650287      0.0973034        97.3033
       3        0.499992         7.19123     0.00667366        6.67365         10820.4       0.908576        908.576         1.88192      0.0974962        97.4961
       4        0.499978         7.21424     0.00657301          6.573         10824.3       0.898586        898.586         0.24102      0.0972923        97.2922
       5         0.50008         7.15877     0.00659548        6.59547         10840.6       0.907388        907.387        0.358627      0.0977176        97.7175
       6        0.499984         7.21398     0.00670193        6.70193         10824.4       0.903483        903.483        0.704151       0.096995         96.995
       7        0.500015         7.12859     0.00665565        6.65564         10829.2       0.907505        907.505        -1.50312      0.0976156        97.6155
       8        0.500005         7.08311      0.0065667         6.5667         10811.6       0.906905        906.905         1.26437      0.0967356        96.7355
   total        0.499812         7.18874     0.00470765        6.65762         10820.9       0.640516        905.826        0.381524      0.0689125        97.4569
