   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501317         3.50825     0.00335714        3.35714         19610.2        1.80217        1802.17        0.774047       0.139956        139.956
    init        0.501286         3.48415     0.00334252        3.34252         19595.4        1.79069        1790.69        0.616634       0.139948        139.948
    init        0.501286         3.49436     0.00332969        3.32969           19611        1.78797        1787.97      -0.0327524       0.139836        139.836
       1        0.499988         3.49306     0.00332694        3.32694           19582        1.79163        1791.62        0.197537        0.13966         139.66
       2        0.500054         3.50385     0.00337057        3.37057         19607.8        1.79514        1795.13         1.48652       0.139613        139.613
       3        0.499977         3.47248     0.00331814        3.31814         19624.9        1.78815        1788.15         1.50754       0.139546        139.546
       4        0.499967         3.47773     0.00329513        3.29512         19607.9        1.78915        1789.15       -0.387743       0.139531        139.531
       5         0.49997         3.53174     0.00337351        3.37351         19625.1        1.77915        1779.15         1.45532       0.139517        139.517
       6         0.50006         3.45722     0.00330901        3.30901         19595.2        1.78726        1787.26       -0.213203       0.140334        140.334
       7        0.500015         3.52182     0.00336165        3.36165         19604.9        1.77982        1779.82       -0.611246       0.139521        139.521
       8        0.500065         3.51016     0.00333635        3.33635         19600.6        1.78852        1788.52       -0.233962       0.140477        140.477
   total        0.499621         3.49632     0.00235916        3.33635           19606        1.26391        1787.44         0.41378      0.0988404        139.781
