   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500108         24.6688      0.0191779        19.1779         6286.87       0.328446        328.446        -2.34284      0.0576763        57.6763
    init        0.500085         25.7231      0.0197355        19.7355         6274.22        0.32884        328.839         1.39466      0.0544678        54.4678
    init        0.500124          23.696      0.0181952        18.1952         6292.55       0.332568        332.567         3.02152      0.0584233        58.4232
    init        0.500097         24.7628      0.0191477        19.1477         6275.86       0.324549        324.549        0.262684      0.0569581        56.9581
    init        0.500136         26.6375       0.019587         19.587         6269.47       0.329524        329.524         4.38574      0.0566089        56.6089
    init        0.500086         28.4748       0.020241        20.2409         6261.54       0.329877        329.877         5.03047      0.0552964        55.2964
    init        0.500153         28.1539      0.0205245        20.5245         6264.56       0.331858        331.858         3.15998       0.056414         56.414
    init        0.500181         24.8856       0.018926         18.926         6287.82       0.329638        329.638       0.0446254      0.0584047        58.4047
       1         0.49997         25.4673      0.0198192        19.8192         6278.81       0.328063        328.063         5.07716      0.0575039        57.5039
       2        0.500006         23.7168      0.0186856        18.6856         6287.72       0.327699        327.698        0.705009       0.059208        59.2079
       3        0.499938         24.9087      0.0189809        18.9809         6279.99       0.324575        324.575         3.61464      0.0569578        56.9578
       4        0.500021         26.1488      0.0193412        19.3412         6271.85       0.322417        322.417        -2.80362      0.0576651        57.6651
       5        0.499972         26.2476      0.0200412        20.0412         6277.38       0.328714        328.714        -2.99828       0.057384        57.3839
       6        0.499991         25.1524      0.0192093        19.2093         6279.42       0.326527        326.527        -1.84212      0.0595569        59.5568
       7        0.500042         25.2911      0.0194397        19.4397         6274.68       0.321889        321.889         9.34209      0.0572824        57.2824
       8        0.499966         24.2112      0.0187404        18.7404         6293.35       0.329219        329.218        -2.11081      0.0588491        58.8491
   total        0.499552         25.1428      0.0136499        19.3038         6280.42       0.230672         326.22          1.1214      0.0411613        58.2108
