   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501271         3.76136     0.00357422        3.57422         18330.1        1.66434        1664.34       0.0478709       0.135431        135.431
       1         0.50003         3.75988     0.00356309        3.56309         18332.5        1.67348        1673.48       -0.752788       0.134748        134.748
       2        0.499943         3.75075     0.00359638        3.59638           18350        1.66978        1669.78       -0.345429       0.135122        135.122
       3        0.500151          3.7078      0.0035848         3.5848           18326        1.67482        1674.82        0.596024       0.135142        135.142
       4        0.499826          3.7458     0.00360129        3.60129         18336.3        1.67758        1677.58       -0.560325       0.134995        134.995
       5        0.500149         3.71371     0.00355457        3.55457         18332.5        1.66636        1666.36        0.352933       0.134659        134.659
       6         0.49987         3.71874       0.003515          3.515         18343.4        1.66895        1668.95        0.220766       0.134787        134.787
       7         0.50008         3.70222     0.00354022        3.54021         18363.4        1.67408        1674.07       -0.166923       0.134955        134.955
       8        0.500036         3.72808     0.00353828        3.53828         18337.9        1.66284        1662.84        0.135435       0.135108        135.108
   total        0.500208         3.72829     0.00251839        3.56154         18340.2         1.1815        1670.89      -0.0423469      0.0954129        134.934
