   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.473846         11.4102      0.0362617        9.28292         5530.89       0.597259        152.897        -92.2291      0.0418134        10.7042
       1        0.500076         13.0703      0.0424582        10.8692         5532.75       0.528603        135.321        -91.6991      0.0376077        9.62751
       2         0.49942         34.5104       0.104401        26.7264         5479.21       0.596981        152.826        -41.2608       0.182911        46.8248
       3        0.499557         61.3907       0.073064        18.7043         5418.22        0.54132        138.577      -0.0963565      0.0351766        9.00514
       4        0.500839         57.8984      0.0724871        18.5566         5423.55       0.511962        131.061       0.0755262      0.0364689        9.33597
       5        0.499146         44.2496       0.109086        27.9258         5468.52       0.583604        149.401        -22.6192       0.158605        40.6025
       6        0.498688         63.8673      0.0786887        20.1441         5406.61       0.519719        133.047       -0.460238      0.0354181        9.06696
       7        0.501617         65.4116      0.0684431        17.5213         5398.84       0.486691        124.592        0.374754      0.0328763        8.41628
       8        0.499771         65.0088      0.0767981        19.6602         5425.05       0.563868        144.349      -0.0532392       0.037905        9.70361
   total         0.49747         46.3114      0.0743849        28.5637          5453.7        0.38683        148.542        -27.5503       0.112395        43.1594
