   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501281         3.07434     0.00294445        2.94444         22332.9        2.03345        2033.45       -0.807036       0.149151        149.151
    init        0.501431         3.12998     0.00300235        3.00235         22329.7         2.0447         2044.7       0.0200479       0.149291        149.291
       1        0.499857         3.12998      0.0030084        3.00839         22335.4        2.03674        2036.74       0.0846587       0.149011        149.011
       2         0.50005         3.07938     0.00294352        2.94352         22335.6        2.04432        2044.32        0.122561       0.149826        149.826
       3        0.500036         3.08552     0.00295282        2.95282         22338.7        2.04574        2045.74        0.429541       0.149381        149.381
       4        0.499961         3.06639     0.00294155        2.94154         22328.6         2.0439         2043.9       -0.383778       0.148882        148.882
       5        0.499908         3.07457     0.00296332        2.96331         22325.1        2.04082        2040.82        -1.54499       0.149848        149.848
       6        0.499949         3.11085     0.00298538        2.98537         22341.6        2.04622        2046.22        0.735722       0.149589        149.589
       7        0.500106         3.08561     0.00295034        2.95034         22328.6        2.04253        2042.53       -0.965065       0.149334        149.334
       8         0.50008         3.08453     0.00297415        2.97415         22337.2         2.0598        2059.79       0.0501656       0.149809        149.809
   total        0.499805         3.08967     0.00209693        2.96551         22333.6        1.44599        2044.93        -0.18622       0.105674        149.446
