   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.50094         6.39409     0.00597378        5.97378         11739.7        1.00731        1007.31         2.00989       0.103837        103.837
    init        0.500939         6.30082     0.00581286        5.81285         11750.7        1.01046        1010.46        0.542517       0.103202        103.202
    init        0.501021         6.43699     0.00598637        5.98637         11759.6        1.01224        1012.24        0.356316       0.103819        103.819
    init        0.501022         6.33803     0.00592234        5.92234         11752.4        1.01051        1010.51        -2.24302       0.103033        103.033
    init        0.500962         6.31486     0.00588627        5.88627         11760.4        1.00818        1008.18       -0.553435       0.103552        103.552
    init        0.500886         6.42476     0.00598891         5.9889         11761.1        1.02053        1020.52         2.54781       0.103723        103.723
    init         0.50096         6.32935     0.00587973        5.87973         11769.1        1.00481        1004.81        0.720149       0.102861        102.861
    init        0.500951         6.21098     0.00579354        5.79354         11751.8        1.00866        1008.66        -0.50423       0.102945        102.945
    init        0.500967         6.45294     0.00589902        5.89902         11741.9        1.00281        1002.81        0.945726       0.103046        103.046
    init        0.500932         6.47514     0.00603463        6.03463         11735.3        1.00661        1006.61       -0.527202       0.103148        103.148
    init          0.5009         6.35157     0.00588529        5.88528         11754.3         1.0115         1011.5        0.666132       0.104075        104.075
    init         0.50096         6.25692     0.00589259        5.89259         11762.1         1.0114         1011.4       -0.681572       0.103478        103.478
    init        0.500914         6.28972     0.00582596        5.82596         11746.2        1.01413        1014.13         0.62459       0.103417        103.417
    init        0.501032          6.3456     0.00594891         5.9489         11763.1        1.00905        1009.05        0.823252        0.10381         103.81
    init        0.501003         6.24925     0.00581849        5.81849         11759.8        1.00389        1003.89         1.06967       0.104035        104.035
    init        0.500982         6.45192     0.00601244        6.01244         11754.9        1.01667        1016.67        0.956805       0.102586        102.586
    init         0.50102         6.33252     0.00585034        5.85034         11765.1        1.00916        1009.16       0.0337454       0.104378        104.378
       1        0.499965         6.42709     0.00593642        5.93642         11726.2        1.00312        1003.12       -0.430687       0.102794        102.794
       2        0.499921          6.3701     0.00600454        6.00453           11740        1.00396        1003.96       -0.884915       0.103579        103.579
       3        0.500117         6.40917     0.00600129        6.00129         11723.8         1.0063         1006.3       -0.726857       0.102997        102.997
       4        0.499902         6.34873     0.00599822        5.99822         11755.7        1.00508        1005.08         1.12171       0.103755        103.755
       5        0.499989           6.316     0.00585668        5.85668         11743.5        1.00295        1002.95         2.03135        0.10303        103.029
       6        0.500031         6.35107     0.00601407        6.01406         11743.3        1.00346        1003.46      -0.0855444       0.103387        103.387
       7        0.500037         6.34608     0.00598254        5.98254         11750.8        1.01264        1012.64          1.8712       0.103203        103.203
       8        0.500072         6.38461     0.00589665        5.89664         11761.8        1.00669        1006.69       0.0753458       0.104333        104.333
   total        0.499871         6.36972     0.00421566        5.96185         11743.1       0.711044        1005.57         0.36452      0.0731159        103.402
