   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.494339         18.2307      0.0638988         16.358         6897.87         1.7167        439.473         13.2921       0.262394        67.1724
       1        0.499359         20.2269      0.0615826         15.765         6874.99        1.65159        422.804       -0.254942       0.234299          59.98
       2        0.500931          19.679      0.0610974        15.6408         6884.03        1.64676        421.568         6.79421       0.253529        64.9028
       3        0.498657         18.0949      0.0607231         15.545         6918.01        1.73553        444.291       -0.771843       0.256207        65.5885
       4        0.501617         16.7709      0.0506546        12.9675         6913.99        1.69491        433.893       -0.731408       0.271544        69.5147
       5        0.500397         19.3037      0.0607807        15.5597         6925.63        1.69717        434.472         5.06414       0.247365        63.3249
       6        0.497971         15.9457      0.0547904        14.0262         6875.53        1.66468        426.156         -4.6055       0.235813        60.3675
       7         0.49968         17.6413      0.0585526        14.9894            6905        1.73096        443.122          12.891       0.264479        67.7062
       8         0.50058          23.292        0.06195        15.8591         6813.46        1.59999        409.595        -3.38905       0.232243        59.4537
   total        0.500543         18.7979      0.0400048        15.3618         6889.86        1.12461        431.848         3.14515       0.168319        64.6344
