   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501118         5.16408     0.00484931        4.84931         13748.2        1.21398        1213.98       -0.111573       0.114285        114.285
       1        0.499994         5.08193     0.00480834        4.80834         13760.7        1.21709        1217.09       -0.464726       0.114538        114.538
       2         0.50001         5.08011     0.00478245        4.78244         13744.1        1.22472        1224.72        0.936702       0.114683        114.683
       3        0.499998         5.15626     0.00486295        4.86295         13746.3        1.22477        1224.77       -0.307758       0.114707        114.707
       4        0.499933          5.1857      0.0048777        4.87769         13738.9        1.22311        1223.11       -0.111371       0.114895        114.895
       5        0.500016         5.08494      0.0048174         4.8174         13755.9        1.20935        1209.35      -0.0276458          0.115            115
       6        0.499938         5.12157     0.00484635        4.84635         13760.8         1.2161         1216.1       0.0923856       0.115179        115.179
       7        0.500122         5.22337     0.00489602        4.89602         13752.6        1.21802        1218.02          1.2141        0.11426         114.26
       8        0.499984         5.17276     0.00489789        4.89789           13758        1.21713        1217.13      -0.0838245       0.114861        114.861
   total        0.500217         5.13834       0.003429        4.84934         13752.2       0.861754         1218.7        0.155781      0.0811541        114.769
