   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.519332          4.6638     0.00433089        4.33089         8303.14        1.26147        1261.47        -1.00834       0.115498        115.498
    init         0.51949         4.59391     0.00428197        4.28196         8308.76        1.25468        1254.67       0.0541625       0.116144        116.144
  accept        0.500159          4.5756     0.00429387        4.29387         8334.01        1.25305        1253.05       -0.848179       0.115718        115.718
  accept        0.499951         4.60966     0.00432932        4.32932         8332.27        1.25224        1252.24       -0.851155       0.116133        116.133
  accept         0.50001         4.69592     0.00437406        4.37406         8322.28        1.24934        1249.34         1.06139       0.115291        115.291
  accept         0.49981         4.53258     0.00428142        4.28142         8308.68        1.25136        1251.36       -0.138343       0.116083        116.083
       1        0.499813          4.6675     0.00434045        4.34044         8308.33        1.24079        1240.79        0.615657       0.114822        114.822
       2         0.50013         4.58361     0.00422764        4.22764         8312.16        1.25065        1250.65         1.29235       0.115364        115.364
       3        0.500175         4.61004     0.00431477        4.31477         8334.15        1.25537        1255.37        0.101532       0.116494        116.494
       4         0.50022         4.62293     0.00429776        4.29775         8312.74        1.26138        1261.38        -1.15182       0.116045        116.045
       5        0.499839         4.64522     0.00433158        4.33158         8329.35        1.25901        1259.01         1.84243       0.115984        115.984
       6        0.500138         4.53492     0.00422414        4.22414         8333.86        1.25503        1255.03        0.170601       0.115828        115.828
       7        0.499607         4.58054     0.00429696        4.29695         8327.92        1.25114        1251.14        0.451952       0.115562        115.562
       8        0.500321         4.65609     0.00431919        4.31919         8308.61        1.25131         1251.3        0.558613       0.115317        115.317
   total        0.500133         4.61271       0.003037        4.29497         8320.83       0.886059        1253.08        0.463498      0.0817963        115.677
