   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init          0.5154          27.774     0.00983083        9.83083        -23.2534      0.0739818        73.9817        0.504896      0.0276045        27.6044
    init        0.515521         27.9301      0.0104969        10.4969        -20.5546       0.073784         73.784        0.104212      0.0270631         27.063
    init        0.515572         28.1332      0.0105134        10.5134        -18.6096      0.0762683        76.2683        0.855951      0.0272087        27.2087
    init        0.515325         27.7743     0.00990351         9.9035        -25.5983      0.0737074        73.7074       -0.395321      0.0270921        27.0921
    init        0.515712         27.7735     0.00991607        9.91606        -23.4936      0.0732823        73.2823     -0.00738727      0.0270948        27.0948
  accept        0.499812         28.0356      0.0102172        10.2172        -22.7422      0.0704165        70.4165       0.0344101      0.0270896        27.0895
       1         0.49987         27.4934     0.00985254        9.85253        -22.8296      0.0707333        70.7332       -0.913298      0.0271742        27.1742
       2        0.499857         27.5451     0.00966002        9.66002        -26.1231      0.0689772        68.9771       0.0737214      0.0273363        27.3363
       3         0.50015         27.2345     0.00942083        9.42082        -25.5359      0.0681836        68.1836        0.381282      0.0275733        27.5733
       4        0.500026         27.5966     0.00976187        9.76186        -23.4344      0.0693423        69.3423       -0.708273       0.027311         27.311
       5        0.499859         27.6818      0.0096346        9.63459        -24.6895      0.0683213        68.3213        0.103237      0.0280356        28.0356
       6        0.500292         28.0819     0.00991426        9.91426        -24.7223      0.0682306        68.2305       0.0142054      0.0270716        27.0716
       7        0.499924         27.1567     0.00949761         9.4976        -24.5593       0.068583         68.583     -0.00158134      0.0281906        28.1906
       8        0.500039         27.9165     0.00996616        9.96615        -24.4248      0.0703689        70.3688        0.411704      0.0270236        27.0236
   total         0.50032         27.5887     0.00687292        9.71977         -24.545      0.0488598        69.0981       -0.078715      0.0194244        27.4702
