   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.520198         5.00958     0.00466047        4.66047         7217.33        1.10284        1102.83        0.248722       0.110222        110.222
  accept         0.49976         5.04594     0.00469326        4.69326         7215.26        1.12174        1121.74        -1.70505        0.10937         109.37
  accept        0.500086         5.02351     0.00466914        4.66914         7218.84         1.1161         1116.1        0.576961       0.110621        110.621
  accept        0.499839         5.04719     0.00470732        4.70732         7201.68        1.11994        1119.94      -0.0684243       0.109507        109.507
       1        0.499869         5.09605     0.00470723        4.70723         7191.05         1.1107         1110.7         1.71775         0.1089          108.9
       2        0.499807          5.1064     0.00472868        4.72868         7211.97        1.11448        1114.48         1.71393        0.10983         109.83
       3        0.500573         5.02293     0.00463629        4.63628         7225.33        1.13297        1132.97        -1.30311       0.109896        109.896
       4        0.499728         5.07596     0.00467171        4.67171         7222.52        1.11686        1116.86        0.924735       0.109615        109.615
       5        0.500259         5.01364     0.00463082        4.63082         7228.11        1.12433        1124.33        0.139121        0.11048         110.48
       6        0.499587         5.10842     0.00474489        4.74489         7202.74        1.11833        1118.33        0.724345       0.109922        109.922
       7        0.500567          5.0858     0.00471265        4.71265         7218.02        1.11778        1117.78       -0.466987       0.109543        109.543
       8        0.499943         5.13097     0.00470047        4.70047         7215.01        1.13104        1131.04        0.619849       0.109891        109.891
   total        0.500212         5.08026     0.00331804        4.69242         7214.23       0.792559        1120.85        0.518236      0.0776288        109.784
