   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500529          11.799      0.0105772        10.5772         8296.15       0.613737        613.737        0.413287      0.0785716        78.5715
    init         0.50053         11.4444      0.0102354        10.2354         8304.39       0.612324        612.323       -0.815442      0.0795108        79.5107
    init         0.50053         11.6438      0.0101123        10.1123         8307.15       0.613746        613.745       0.0810007      0.0789417        78.9417
       1        0.499988         11.3201      0.0101716        10.1716         8296.87       0.612007        612.007        0.573322      0.0792255        79.2255
       2        0.500047         11.5524      0.0103568        10.3568          8296.7       0.618445        618.445        0.869289      0.0786163        78.6162
       3        0.499845         11.6914      0.0103985        10.3985         8309.41       0.623979        623.978        -1.64216      0.0784455        78.4455
       4        0.500069         11.6056      0.0102824        10.2824         8306.35       0.622794        622.793         1.80193      0.0781093        78.1093
       5        0.500057         11.6157      0.0102836        10.2836         8304.15       0.613487        613.486        -0.92213      0.0792212        79.2211
       6        0.499959         11.5222      0.0102011        10.2011         8309.79       0.613034        613.034       -0.102402       0.078553         78.553
       7        0.500009         11.4003      0.0101172        10.1172         8319.74       0.616199        616.199         1.54147      0.0789663        78.9662
       8        0.500043           11.42      0.0101324        10.1324         8312.97        0.62018        620.179       -0.463589      0.0781213        78.1212
   total        0.499495         11.5158     0.00724383        10.2443         8306.97       0.436717        617.611        0.201695      0.0556215        78.6607
