   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500907         7.03247     0.00647951        6.47951         10829.9       0.917347        917.346        0.164861      0.0969562        96.9562
       1        0.500006         6.93602     0.00640349        6.40349         10824.1       0.893287        893.287       -0.164985      0.0976354        97.6354
       2        0.499939          7.2631     0.00663465        6.63465           10823       0.904339        904.338        -0.38208      0.0975297        97.5297
       3         0.49995          7.1095     0.00668187        6.68186         10820.7       0.912253        912.253         2.12466      0.0968319        96.8318
       4        0.500101         7.09828     0.00651635        6.51635         10816.7       0.905617        905.616       -0.616943      0.0976118        97.6117
       5        0.499961         6.98989     0.00646189        6.46188           10821       0.908628        908.628       -0.223206      0.0974262        97.4262
       6        0.499875         7.25123     0.00666024        6.66023         10814.5       0.899828        899.827       -0.590394      0.0973136        97.3135
       7        0.500206         7.03184     0.00655795        6.55794         10834.5       0.903553        903.552        0.430551      0.0978703        97.8703
       8        0.499973         6.97915     0.00650028        6.50027         10815.1       0.905508        905.507       -0.365942      0.0972039        97.2038
   total        0.500236         7.08232     0.00463364        6.55296         10821.3       0.639376        904.214       0.0144949      0.0689015        97.4414
