   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.499832          86.092      0.0106656        10.6656         5086.88      0.0444549        44.4549     -0.00353944     0.00228241        2.28241
       1        0.500096         85.9572      0.0102233        10.2233         5086.26      0.0360707        36.0707       0.0273603     0.00221672        2.21672
       2        0.500031         86.2408     0.00956592        9.56592         5085.68      0.0359057        35.9057      0.00243163      0.0022159         2.2159
       3        0.499929         86.4742     0.00972998        9.72998            5086      0.0362715        36.2715     -0.00991666     0.00223246        2.23246
       4        0.499969         85.2958      0.0107467        10.7467         5087.01      0.0365644        36.5644     -0.00766253     0.00226584        2.26584
       5        0.500074         86.4309     0.00979341        9.79341         5086.23      0.0361235        36.1235      0.00525055     0.00222304        2.22304
       6        0.500007         85.6212      0.0106643        10.6643         5087.77      0.0370066        37.0066       0.0138379     0.00225598        2.25598
       7        0.499924           85.76      0.0102358        10.2358         5086.79      0.0363185        36.3185      -0.0049087     0.00224549        2.24549
       8        0.500086         85.4428      0.0105723        10.5723         5087.94      0.0369433        36.9433      -0.0118254     0.00227755        2.27755
   total        0.499514         85.9029     0.00721878        10.2089          5086.7      0.0257418        36.4045      0.00210669     0.00158512        2.24169
