   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501231         2.78248     0.00268152        2.68152           25302        2.30996        2309.96        0.708631       0.158088        158.088
    init        0.501279         2.80644     0.00269432        2.69432         25265.9        2.31087        2310.87       0.0918922       0.158665        158.665
       1        0.500034         2.77338     0.00265869        2.65869         25296.7         2.3191         2319.1       -0.660559       0.158677        158.676
       2        0.500003         2.75631     0.00266216        2.66216         25283.6        2.31191        2311.91       -0.186506       0.158642        158.642
       3         0.50001         2.77133     0.00264999        2.64999           25294        2.30076        2300.75       -0.968179       0.158511        158.511
       4        0.500023          2.7634     0.00266829        2.66829         25283.1          2.321           2321        0.264787       0.157526        157.526
       5        0.499995         2.74082     0.00262472        2.62472         25299.6        2.31004        2310.04       -0.835585       0.158715        158.714
       6        0.499979         2.75701     0.00265008        2.65008         25274.1        2.30136        2301.36       -0.257611       0.157874        157.874
       7        0.499995         2.76977      0.0026583         2.6583         25290.3        2.31256        2312.56        0.168799       0.158216        158.216
       8        0.500034         2.79828     0.00269101        2.69101         25265.1        2.30232        2302.32       -0.493716       0.157572        157.571
   total        0.500066         2.76644     0.00187992        2.65861         25285.9        1.63337        2309.93       -0.395671       0.111852        158.182
