   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.501379         3.31388     0.00316076        3.16076           20950        1.92157        1921.57        0.183237       0.144592        144.592
       1        0.499911         3.27625      0.0031336         3.1336         20956.8        1.91272        1912.72        -2.25791       0.144914        144.914
       2        0.499874         3.28244     0.00314425        3.14425         20952.4        1.91413        1914.13       -0.632146       0.144788        144.788
       3         0.50015          3.2739     0.00313451        3.13451         20947.7        1.91089        1910.89       -0.337809        0.14504         145.04
       4        0.500146         3.29281     0.00316257        3.16257         20953.5        1.92231        1922.31       -0.729043       0.145106        145.106
       5        0.499901         3.29039     0.00315681         3.1568           20951        1.92886        1928.86       -0.935215       0.145465        145.464
       6        0.499953         3.27458     0.00313446        3.13445         20959.4        1.91465        1914.65         1.61602       0.144592        144.592
       7        0.499989          3.2396     0.00312579        3.12579         20956.2         1.9169         1916.9       -0.274869       0.144669        144.669
       8        0.500061         3.28578     0.00312546        3.12546         20949.5        1.91849        1918.49         1.06716       0.144895        144.895
   total        0.500081         3.27725     0.00221989         3.1394         20953.2         1.3561        1917.82       -0.318091       0.102478        144.926
