   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564316         3.99669        0.01465        3.75037         8909.21        5.20952        1333.63       -0.464718       0.513908        131.559
       1        0.497955         3.85842      0.0144994        3.71181         8882.77        5.22091        1336.54         0.32666       0.508911         130.28
       2        0.501297         3.72044      0.0134779        3.45032         8886.31        5.21701        1335.54       -0.824818       0.509388        130.402
       3        0.499802           3.941      0.0146041        3.73861         8874.21        5.19429        1329.73         1.39277       0.503377        128.863
       4        0.500702         3.82926      0.0142333         3.6437         8922.47        5.26567           1348         1.04889       0.501742        128.445
       5        0.499847         4.11281      0.0152359        3.90037         8941.34        5.20466        1332.38       -0.833046       0.507512        129.922
       6        0.499756         3.97348      0.0147086        3.76537         8905.01        5.18577        1327.55        -1.95382       0.506439        129.647
       7        0.500214          3.9651      0.0142188        3.63999         8886.22        5.28995        1354.22         2.59885       0.502651        128.678
       8        0.500259         3.89809      0.0139352        3.56737         8892.77        5.20715        1333.02         3.27576       0.500674        128.172
   total        0.506124         3.92078     0.00960091        3.68674         8900.44        3.47982        1336.25        0.553703       0.337824        129.724
