   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.576675          46.134      0.0829503        21.2351         261.771       0.311503         79.744        -3.06679        0.13371        34.2294
       1        0.498703         42.8899      0.0847824        21.7041         264.186       0.259944        66.5451        -1.74988       0.132221        33.8484
       2        0.500717         42.6413      0.0818391        20.9507         264.534       0.258412        66.1529        -0.17595        0.13087        33.5026
       3        0.498611         43.0346        0.08556        21.9032         264.266       0.261897         67.045        -1.82231       0.133464        34.1664
       4        0.500259         42.6663      0.0858661        21.9816         263.797       0.255504        65.4085         1.53439       0.135244        34.6221
       5        0.499832         40.8634      0.0871893        22.3203         266.452       0.262267        67.1399      -0.0722531       0.133343        34.1355
       6        0.501816         41.2063      0.0851272        21.7924         266.509         0.2623        67.1484        -1.07405       0.136916        35.0502
       7        0.498764         42.2982      0.0846845        21.6791         267.966       0.271266        69.4435         1.82973        0.13327        34.1168
       8        0.500504         42.8889      0.0857655        21.9558         266.818       0.270895        69.3486         1.62726       0.132715        33.9749
   total        0.510986         42.7348      0.0567026        21.7737         265.192       0.179169        68.8006       -0.327088      0.0891079        34.2173
