   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.565475         10.2573      0.0352891        9.03394         2045.74        1.66097        425.205        -0.47042       0.301316        77.1363
       1        0.501633         9.62163      0.0325662        8.33688          2055.8        1.59227        407.617          1.2766       0.302719        77.4953
       2        0.499969         10.0885      0.0334138        8.55386         2032.82        1.62226        415.296        0.558498        0.30752        78.7246
       3        0.500259         9.80496      0.0332386        8.50903         2042.96         1.6387        419.503       -0.348125       0.307174        78.6359
       4        0.500015         9.89364      0.0339079        8.68035         2028.24        1.61563        413.598       -0.226856       0.300344        76.8875
       5        0.500076          9.7149      0.0334292         8.5578         2060.81        1.59917        409.385         -1.8324       0.307069        78.6091
       6        0.500015         10.0366      0.0328679        8.41411         2045.05        1.61845        414.319        -2.05941       0.299671        76.7152
       7        0.499313         9.43917      0.0328322        8.40498         2066.68        1.63951        419.712        0.183282       0.306053         78.349
       8        0.500214         9.75929      0.0326703        8.36352         2050.78        1.60248        410.232        0.715868       0.303631        77.7288
   total        0.506504         9.84649      0.0222584        8.54719         2047.78        1.08098        415.096       -0.184785       0.202589         77.794
