   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564133         4.54542      0.0163642         4.1892         6903.59        4.23567        1084.32       -0.776594       0.472908        121.063
       1        0.498825         4.59748      0.0168711        4.31897         6912.82        4.25912        1090.33        -1.08367       0.461566         118.16
       2        0.501633         4.57258      0.0171237        4.38365         6918.91        4.26628        1092.16         1.93619       0.477798        122.315
       3        0.498825         4.77382      0.0175201        4.48512         6931.64        4.29498        1099.51         2.33324       0.457997        117.246
       4        0.501602         4.65425      0.0168506        4.31373         6977.62        4.26769        1092.52         3.04018       0.464073        118.802
       5        0.500443         4.76015      0.0172827        4.42434         6948.05        4.30009        1100.81         1.61958       0.464927        119.021
       6        0.497528         4.47221      0.0161698        4.13944         6881.15        4.26809        1092.62        -0.40385       0.462901        118.502
       7        0.502686         4.43162      0.0161835        4.14295         6954.58        4.21856        1079.94       -0.352842       0.464591        118.934
       8        0.498489         4.47149      0.0160098        4.09849         6917.51        4.25373        1088.95         1.72582       0.464854        119.002
   total        0.506877         4.58564      0.0111498         4.2815         6927.15        2.84259        1091.55        0.892184       0.310575         119.26
