   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564438         7.67546       0.027521        7.04532          3113.7        2.21561        567.191        -4.00826       0.356233         91.195
       1        0.501663         7.47375      0.0268642        6.87717         3114.66        2.25836        578.137       0.0776347       0.353648        90.5331
       2        0.498093         7.72602      0.0276786        7.08567         3099.66        2.27249        581.754         3.03111       0.348719        89.2713
       3        0.501389         7.29449      0.0253553        6.49091         3129.85        2.26333        579.409         1.15779       0.350896        89.8286
       4        0.500427         7.53524      0.0263929        6.75653         3121.55        2.31013        591.388         3.41691       0.351541        89.9938
       5        0.499496         7.71117      0.0267736        6.85399         3097.75        2.23121        571.187         1.73404       0.354064        90.6398
       6        0.500473         7.48182       0.026539        6.79392         3129.19        2.28316        584.485         3.36769       0.350861        89.8198
       7        0.498581         7.11768      0.0249474         6.3865         3141.53        2.28147        584.051        -3.57492        0.35701         91.394
       8        0.500641         7.11219      0.0251554        6.43974         3113.25        2.24668        575.145         1.13196       0.350897        89.8289
   total        0.508043         7.45574      0.0175884        6.75392         3117.67        1.50942        579.615        0.717256       0.235433         90.406
