   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.56398         3.20369      0.0117822        3.01622         12407.7        6.69622        1714.22          3.0768       0.559829        143.315
       1        0.500473         3.26348      0.0121205        3.10283         12398.6        6.68688        1711.83         3.54695       0.564264         144.45
       2        0.498871         3.28995      0.0121216        3.10309         12381.5        6.64249        1700.46          0.9144       0.562513        144.002
       3        0.501053         3.27479      0.0119587        3.06141         12265.8        6.57603        1683.45         -2.1979       0.559885        143.329
       4        0.499725         3.21551      0.0118292        3.02824         12423.6        6.67224        1708.08         4.94235       0.565188        144.687
       5        0.501038         3.30975      0.0121159        3.10164         12371.5        6.69823        1714.73        -3.15681       0.553393        141.668
       6        0.498047          3.1876      0.0119662        3.06332         12429.4         6.7625        1731.19        0.279666        0.56365        144.293
       7        0.499817         3.27407      0.0119245        3.05265         12342.5        6.66123        1705.26         1.08281       0.566548        145.035
       8        0.501022         3.16305      0.0116859        2.99158         12422.9        6.58597           1686         2.55984       0.557318        142.672
   total        0.507046         3.24176     0.00797132        3.06098         12382.4        4.44604        1707.27         1.13829       0.374391        143.766
