   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564148         4.14528      0.0154349        3.95129         7896.57        4.74378         1214.4        0.350202       0.494371        126.558
       1        0.501328         4.17566      0.0157428        4.03013         7929.96        4.74541        1214.81          2.3585       0.487544         124.81
       2        0.499756         4.23075      0.0153599        3.93211         7870.85        4.79775        1228.21        0.529647       0.486537        124.553
       3        0.498184         4.23451      0.0158164        4.04897         7889.78        4.76118        1218.85        -2.04015       0.494682        126.638
       4        0.501877         4.31073      0.0161468        4.13356         7916.65        4.79943        1228.64        -1.95152       0.485819        124.369
       5        0.498657          4.2706      0.0163233        4.17874         7873.97        4.68011         1198.1        -2.75101       0.499343        127.831
       6        0.499222         4.47635      0.0164205        4.20361         7870.02        4.78957        1226.12         -1.0414       0.486181        124.461
       7        0.500458         4.23995      0.0153185        3.92151         7899.43        4.72542         1209.7        0.333077       0.494189        126.511
       8        0.500092         4.20888      0.0150138        3.84351         7886.69        4.72351        1209.21        -5.35283        0.48374        123.837
   total        0.505215          4.2537       0.010494        4.02968         7891.39        3.16668           1216         -1.2379       0.326921        125.537
