   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.56308         3.37545      0.0119643        3.06284         11159.3        6.29436        1611.34        0.356003       0.559111        143.131
       1        0.499634         3.41612      0.0125601        3.21535         11167.7        6.15796        1576.43         0.28492       0.549113        140.572
       2        0.500824         3.42133      0.0124912        3.19772         11179.3        6.23052           1595        0.850084       0.545096        139.543
       3        0.499557         3.44766      0.0127551        3.26528         11172.3        6.09369        1559.97        -1.63731       0.541637        138.658
       4        0.500809         3.36301      0.0121934        3.12148         11180.5        6.21455        1590.91         1.10612       0.538786        137.928
       5        0.499634         3.31818      0.0123444        3.16015         11169.8         6.2264        1593.95       -0.218084       0.546093        139.799
       6         0.49855         3.55171      0.0131907        3.37679         11098.3        6.15258        1575.05        -1.29719       0.539009        137.985
       7        0.503174          3.4261      0.0126134        3.22901         11187.8        6.20068        1587.36        -3.56158       0.543641        139.171
       8        0.498734           3.315      0.0122744        3.14221           11177        6.20022        1587.25        0.233202       0.544515        139.395
   total        0.507901         3.40711      0.0083396        3.20239         11164.9        4.13011        1585.96       -0.324027       0.364063          139.8
