   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.563461         3.00912      0.0109769        2.81007         15028.5        7.90501        2023.67       -0.538235       0.607883        155.617
       1        0.500824         2.73259      0.0103341         2.6455           15023        7.93187        2030.54         1.75812       0.607841        155.606
       2        0.498825         2.96157      0.0108878        2.78727         15029.6        7.86922         2014.5         1.94919       0.607264        155.458
       3        0.500214          2.8487      0.0107019        2.73966         15063.3        7.85441        2010.71         2.50142        0.61385        157.144
       4        0.499619         2.82473      0.0105657         2.7048         15019.7        7.72974         1978.8        0.581047       0.604672        154.795
       5         0.50119         2.76417      0.0102743        2.63019         15028.9        7.70118        1971.49         2.45105       0.595513         152.45
       6        0.499329         2.94215      0.0108263        2.77152           14975        7.74821        1983.53         2.90934        0.61063         156.32
       7        0.500198         2.90047      0.0107206        2.74446         15053.8        7.77459        1990.28         2.61387       0.595647        152.484
       8        0.499405         2.87325      0.0108091        2.76711         15028.8        7.82878        2004.15        -1.31767       0.601571        154.001
   total         0.50708         2.87344     0.00712516        2.73605         15026.4        5.21235        2001.54         1.44736       0.403637        154.996
