   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564911         6.93481      0.0243175        6.22524         3719.03        2.62142        671.078        -2.28781       0.380868        97.5016
       1        0.499451         6.57072      0.0234022        5.99092         3752.86        2.61274        668.856         -1.2515       0.385402        98.6621
       2        0.499878         6.63202      0.0242661        6.21206         3751.47        2.59428         664.13        -1.52349       0.377128         96.544
       3        0.501465         6.66772      0.0240488        6.15646         3761.08        2.63405         674.31        0.445005        0.37707        96.5291
       4        0.499832         6.72894      0.0243118        6.22377         3758.59         2.6786        685.715       -0.604966       0.378878        96.9919
       5         0.50032         6.83648      0.0243264         6.2275          3770.4        2.66103        681.219         1.37337       0.382653        97.9583
       6        0.498718         6.72648       0.023917        6.12272         3755.88         2.5763        659.527        0.214339       0.377946        96.7535
       7        0.500031         6.89368      0.0244663        6.26333         3752.69        2.61672        669.874        0.280424       0.376134        96.2895
       8        0.500015         7.03072      0.0244943        6.27049         3729.89        2.64227        676.416        -3.11064       0.379695        97.2012
   total        0.506504         6.78258      0.0161157         6.1884         3750.05        1.75178        672.683       -0.716054       0.253191        97.2249
