   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.56398         5.91186      0.0215323        5.51222         4470.52        2.96841        759.908        -1.58501       0.409149        104.741
       1        0.501038         6.02544      0.0221105        5.66023         4464.97        3.02352        774.016         1.16873       0.401959        102.901
       2        0.500229         6.09126      0.0217101        5.55776         4465.51        3.03424        776.759         2.72688       0.406713        104.118
       3        0.500168         5.94027      0.0217435        5.56629         4485.95        2.96148        758.134      0.00323318       0.402864        103.132
       4        0.499924         5.83411      0.0211917        5.42504         4475.33        2.98215        763.426       -0.978752       0.394197        100.914
       5        0.500504         6.07729      0.0216722        5.54803         4463.56        3.08684        790.225        -1.49626       0.396637        101.538
       6        0.498154         6.05541      0.0217646         5.5717         4435.12        2.95403        756.226        -1.60267       0.397745        101.822
       7        0.501648         6.09795      0.0222276        5.69023         4452.78        2.98155        763.272        -2.39897        0.40024        102.461
       8        0.499359          5.9027      0.0209429        5.36134         4451.85         2.9392        752.429          1.6122       0.410104        104.986
   total        0.506165         5.99409      0.0144509        5.54912         4462.74        1.99623        766.549       -0.314973        0.26797          102.9
