   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564697         4.90177      0.0177022        4.53173         6082.67        3.83996        983.023         1.34842       0.457621         117.15
       1        0.499268         4.92615      0.0171661        4.39448          6040.6         3.8305        980.602        -2.93184       0.443161        113.448
       2        0.499023          4.9333      0.0180146        4.61171         5998.62        3.80168        973.222        0.689285       0.441139        112.931
       3        0.500977         5.12393      0.0184905        4.73353          6039.6        3.79703        972.031       -0.812337       0.444878        113.888
       4        0.500366         4.92696      0.0177475        4.54332         6059.74        3.88112        993.559        -4.75069       0.441853        113.114
       5        0.500473         5.01331      0.0184552        4.72449         6085.86        3.82931        980.296        0.658696       0.448867        114.909
       6        0.499313         5.13929      0.0186588        4.77662         6006.27        3.84618        984.615         1.72674       0.444607        113.819
       7        0.500809         5.03119      0.0186816        4.78246         6029.52        3.82244        978.538         1.75725       0.442575        113.298
       8        0.499237         5.04783      0.0182897        4.68212         6029.38        3.81645        977.004         1.25645       0.441335        112.981
   total        0.506795         5.00465      0.0120934        4.64385         6041.24        2.55196        979.949       -0.204756       0.296654        113.915
