   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.500008         13.8682      0.0120626        12.0626         7564.22       0.521704        521.703         2.23333      0.0715809        71.5809
       1        0.499876         14.0703      0.0121493        12.1493         7575.82       0.518366        518.366        0.081499      0.0721739        72.1739
       2        0.500113         14.5238      0.0125584        12.5584         7548.88       0.518004        518.003        0.713511      0.0716125        71.6125
       3        0.500007         14.8372      0.0124641        12.4641         7558.47         0.5188        518.799        -2.09618      0.0720681        72.0681
       4        0.499967         14.9025      0.0126686        12.6686         7562.88       0.522994        522.993         1.00722      0.0721199        72.1199
       5        0.499999         13.7553      0.0122113        12.2113         7556.38       0.517758        517.758          2.3064      0.0718559        71.8558
       6        0.500096         14.4821       0.012722         12.722         7554.77       0.521907        521.906         1.09521      0.0723312        72.3311
       7        0.499876         14.0964       0.012237         12.237         7562.18       0.526047        526.047        -1.02665      0.0717404        71.7404
       8        0.500017         14.4249       0.012406         12.406         7562.84       0.524491         524.49        0.977119      0.0723061        72.3061
   total        0.499665         14.3294      0.0082632        12.3948         7560.72       0.347415        521.122        0.584961      0.0479947         71.992
