   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.503011         3.48743     0.00336191        3.36191         19618.1        1.78764        1787.64        0.324091       0.139913        139.913
       1        0.500033         3.53914     0.00340444        3.40444         19604.7        1.78878        1788.78        0.759534       0.139786        139.786
       2        0.499963         3.49933     0.00334745        3.34744         19608.2        1.78173        1781.73       -0.132883       0.139466        139.466
       3        0.499926         3.46398     0.00330805        3.30805         19623.2        1.79759        1797.58        0.306889       0.140596        140.596
       4        0.500046          3.4832      0.0033423         3.3423         19606.8        1.78872        1788.72      -0.0702291       0.140268        140.268
       5        0.499926          3.4887     0.00333011        3.33011           19593        1.78499        1784.99         1.35544       0.140588        140.588
       6        0.500097         3.47952     0.00334206        3.34206         19606.3        1.80772        1807.72        0.474137       0.140226        140.226
       7        0.499927         3.47634     0.00329794        3.29794         19622.9        1.80079        1800.79        0.130486       0.140251        140.251
       8         0.49994         3.53013     0.00336073        3.36073         19600.1        1.79238        1792.38         0.12009       0.140271        140.271
   total        0.500123         3.49419     0.00222918        3.34377         19608.9        1.19475        1792.13        0.332798      0.0934457        140.169
