   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.499531         18.5875      0.0154348        15.4348         6872.14       0.416593        416.593         2.22936      0.0659294        65.9294
       1        0.500047         18.7954      0.0150477        15.0476         6885.26       0.422627        422.627        0.138724      0.0651704        65.1704
       2        0.500035         17.6499      0.0145425        14.5425         6877.09       0.423586        423.586          -1.126      0.0638848        63.8847
       3        0.500049         19.0235      0.0152513        15.2513         6876.59       0.426699        426.699         5.20651      0.0639515        63.9515
       4        0.499903         18.7295      0.0153907        15.3907         6880.49       0.422555        422.555         2.18241      0.0644087        64.4086
       5        0.500069          19.291       0.015422         15.422          6864.8       0.424877        424.876       0.0427247      0.0645971        64.5971
       6         0.49996         18.0096      0.0152961        15.2961         6879.62       0.419924        419.924         0.88277      0.0653853        65.3853
       7        0.499967          18.196      0.0149884        14.9884         6882.52       0.424745        424.745         4.01767      0.0655443        65.5442
       8        0.500037         18.4265      0.0153035        15.3034         6869.23       0.423935        423.935         1.61988      0.0652313        65.2313
   total        0.499801         18.5229      0.0101306        15.1959         6876.42       0.281891        422.837         1.68542      0.0432864        64.9296
