   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.501349         7.15726     0.00656243        6.56243         10822.8       0.906665        906.665       -0.115647       0.097621         97.621
       1        0.500064          7.1142     0.00659425        6.59424         10831.4       0.908307        908.307         1.01377      0.0976531         97.653
       2        0.500011          7.2983     0.00676419        6.76419         10820.2       0.909642        909.642        0.455867      0.0970577        97.0576
       3        0.499938         7.19698     0.00662722        6.62722         10815.8       0.907572        907.572         1.31843       0.097323        97.3229
       4        0.500001         7.16955     0.00657317        6.57317         10820.6        0.90353        903.529      -0.0472385      0.0977754        97.7754
       5        0.500021         7.33141     0.00666447        6.66447         10825.7       0.911632        911.632       -0.719369      0.0968359        96.8358
       6        0.499976         7.24168     0.00673218        6.73217         10812.7       0.908238        908.238        0.421935      0.0974999        97.4999
       7        0.499994         6.96665     0.00650035        6.50035           10823       0.908559        908.558       -0.698199      0.0974024        97.4024
       8        0.500018         7.09813     0.00653094        6.53093         10827.5       0.910591         910.59         1.05005      0.0980054        98.0054
   total        0.500453         7.17487     0.00441206        6.61809         10822.2       0.605587         908.38        0.301136      0.0649676        97.4515
