   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.558365         5.37706      0.0188491        4.82534          6876.2        3.53269        904.361         2.99091       0.424683        108.718
       1          0.5009         5.38897      0.0197204        5.04837         6843.97        3.54633        907.853        0.443227       0.425347        108.888
       2        0.502335          5.3323      0.0198992        5.09416         6899.09        3.50224        896.568        -2.59446        0.41644        106.608
       3        0.499756         5.37958      0.0194825        4.98749         6911.58        3.59185        919.507       -0.749553       0.426715        109.238
       4        0.497162         5.30673      0.0192861        4.93719         6859.61        3.58557        917.898        -1.46822       0.417049        106.764
       5        0.501205         5.37548       0.019671        5.03573         6873.43        3.62396        927.726        -1.23933       0.427416        109.418
       6        0.500229         5.48416      0.0194705         4.9844         6855.39        3.51818        900.648         1.30284       0.420458        107.636
       7        0.500565         5.53967      0.0195363        5.00125         6829.31        3.53124         903.99        -5.14472       0.420699        107.698
       8         0.50029         5.46148      0.0197626        5.05919          6872.5        3.50287        896.728        -3.76313       0.427388        109.411
   total        0.505446         5.40182      0.0130113        4.99632         6869.61        2.36592        908.511        -1.15564       0.281876         108.24
