   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.556076         8.75746      0.0305762        7.82744         4073.65        2.10791        539.622         -1.5909       0.339959        87.0288
       1        0.499207         8.58477      0.0300353        7.68897         4079.45        2.12878        544.964       -0.897115       0.327838        83.9259
       2        0.501007         8.47247      0.0305496        7.82063         4082.38         2.1394        547.683         1.75554       0.331615        84.8928
       3        0.499741         8.57541      0.0293806        7.52139         4078.57        2.08998         535.03         1.56541       0.336273        86.0853
       4        0.498795         8.81086      0.0309347        7.91923         4063.17        2.08057        532.623         1.68061       0.328961        84.2133
       5        0.500565         8.88708      0.0316095        8.09198         4051.09        2.10636        539.225       -0.682742       0.332177        85.0368
       6        0.499207         8.65286      0.0301042        7.70661         4034.98        2.11378        541.124         3.15131        0.32234        82.5185
       7        0.500702         8.80782       0.030779        7.87938         4075.91         2.0935        535.932        0.483906       0.332527        85.1262
       8        0.500854         9.08317      0.0309845        7.93196         4049.76        2.05498        526.071        -2.65379       0.331437        84.8472
   total        0.506958         8.74029      0.0203906        7.82997         4065.55        1.40153        538.184        0.307199       0.220978        84.8553
