   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.562454         2.70493      0.0103204          2.642           18272        8.42812        2157.58       -0.805388       0.628522        160.901
       1        0.501343         2.65967     0.00991151        2.53733           18253        8.26556        2115.97        0.741035       0.617204        158.003
       2         0.49942         2.74704      0.0101998        2.61112         18183.7         8.4485         2162.8       -0.130745       0.616655        157.862
       3        0.499039         2.80329      0.0104003        2.66245           18227        8.48896        2173.16       -0.988933       0.613607        157.082
       4        0.499542         2.78912      0.0103772        2.65655         18201.7         8.4641        2166.79         2.78391       0.615432        157.549
       5        0.503922         2.77464      0.0103183        2.64147         18389.7        8.30167        2125.21         3.02822        0.61375        157.119
       6        0.497086         2.80067      0.0103867        2.65898         18207.6        8.49342         2174.3      -0.0106908       0.620978        158.969
       7        0.500275         2.71009      0.0102002        2.61123         18256.4        8.38101        2145.52         5.74996       0.617045        157.962
       8        0.499924         2.66134      0.0102109        2.61397         18258.3         8.3823        2145.85         2.05349       0.618038        158.217
   total        0.506239         2.73799     0.00683851        2.62598         18249.2         5.6054        2152.47         1.39313       0.411802        158.132
