   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.562668         3.10499      0.0114735         2.9372         15463.9        7.41956        1899.39        -5.11376       0.582364        149.084
       1        0.500336         2.99917      0.0111303        2.84934         15516.7        7.31701        1873.14         1.20513       0.572106        146.458
       2        0.500137         2.91546      0.0107473        2.75128         15495.1        7.28803        1865.72         2.30354       0.585763        149.954
       3        0.499283         3.10845      0.0113726        2.91136         15407.3        7.23295        1851.62       -0.324799       0.583012         149.25
       4        0.499924         3.06406      0.0112423          2.878         15427.2        7.20955        1845.63         3.28473         0.5834        149.349
       5        0.499084         3.06188       0.011565        2.96062         15423.4         7.3141        1872.39        -1.32353        0.58166        148.904
       6        0.502029         3.02387      0.0112187        2.87197         15522.5        7.26813        1860.63        -5.38651       0.589937        151.023
       7        0.499817           3.114      0.0116309        2.97749           15497        7.34117        1879.32         1.70918       0.593022        151.812
       8        0.498398         3.04265       0.011444        2.92964         15421.7        7.27015        1861.15        -2.63674       0.588387        150.626
   total        0.507141         3.04632     0.00753854        2.89479         15464.4        4.86962        1869.93       -0.716205       0.389923         149.73
