   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.508621        0.483856     0.00195965       0.501666         1428.85      0.0569983        14.5915        -195.724     0.00962399        2.46372
       1        0.499084        0.496328     0.00200503       0.513284         1428.64      0.0564577         14.453        -195.775     0.00945232        2.41978
       2        0.500519        0.502613     0.00197021       0.504371         1429.09      0.0560874        14.3583        -195.697      0.0095471        2.44404
       3        0.499359         0.48891     0.00200329       0.512839          1428.8      0.0577684        14.7886        -195.733     0.00985688        2.52334
       4        0.501404        0.500004     0.00208657       0.534157         1429.22      0.0580587        14.8629        -195.683      0.0100075         2.5619
       5        0.500015        0.495158     0.00202112       0.517402         1429.16      0.0573442          14.68        -195.658       0.009929         2.5418
       6        0.500031        0.486505     0.00194694       0.498413            1429      0.0561423        14.3723        -195.724     0.00956872        2.44957
       7         0.49968        0.497046     0.00199356       0.510347         1428.95      0.0559336        14.3189        -195.718     0.00961635        2.46177
       8        0.500183        0.495181     0.00201342       0.515433         1428.64      0.0556386        14.2434        -195.779      0.0095178        2.43654
   total        0.502129        0.494215     0.00133434       0.512385         1428.93      0.0378137        14.5204         -195.72     0.00645416        2.47839
