   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.557571         8.74619      0.0292354         7.4842         4651.65        2.43623         623.67        -1.55733         0.3598         92.108
       1        0.498917         7.64453      0.0273113        6.99164         4678.46        2.49202        637.952        -1.55897        0.35147        89.9757
       2        0.500107         7.46222      0.0271853        6.95938         4652.95        2.44621        626.224         3.10827       0.353682        90.5419
       3        0.500336         7.26156      0.0261156        6.68554         4697.13        2.39262        612.507        0.910758       0.355335         90.965
       4         0.50029          7.6294      0.0275622        7.05587         4693.81         2.4434        625.504         2.27504       0.355154        90.9186
       5        0.497894         7.40574      0.0263484        6.74515         4671.02        2.37799        608.762       -0.539908       0.357541        91.5298
       6        0.502228         7.25178      0.0253284        6.48402         4711.48        2.36563        605.597         4.65004       0.355812        91.0873
       7        0.499832          7.7295      0.0269383        6.89615         4668.55        2.38892        611.559       -0.948454       0.359174        91.9479
       8        0.500549         7.71562      0.0266029        6.81028         4710.02        2.35453        602.754        -1.14857       0.358175         91.692
   total        0.504625         7.65033      0.0180122        6.91665         4681.88        1.60811        617.512        0.566874       0.237526        91.2096
