   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.520142         58.2501      0.0908154        23.2486         1249.13       0.386445        98.9292        -4.46708       0.117621        30.1107
       1        0.501663          49.889       0.112192        28.7208         1259.81       0.367449        94.0663        -12.8047       0.145303        37.1974
       2         0.49968         64.1474      0.0851707        21.8035         1238.01         0.3564        91.2377        -1.67744       0.100872        25.8231
       3        0.500351         63.1132      0.0802855        20.5529         1236.81       0.337655        86.4391       -0.423779      0.0878413        22.4872
       4         0.49942         59.1502       0.101695        26.0336         1237.41       0.339664        86.9532        -7.44991        0.12677        32.4528
       5        0.500366         61.7262      0.0857485        21.9514         1238.39       0.340669        87.2106        -1.51916       0.096227        24.6339
       6        0.498779         60.2502      0.0950135        24.3233         1237.43       0.332486        85.1156        -8.60499       0.112188        28.7198
       7        0.501007         57.1273      0.0998875         25.571         1243.66       0.345893         88.548        -4.65477       0.111965        28.6628
       8        0.499283         59.3242       0.090028         23.047         1241.11       0.336202         86.067        -3.02927       0.102726        26.2975
   total         0.50215         59.2199      0.0634255        24.3553         1242.38       0.233787        89.7739        -4.96792      0.0756062        29.0327
