   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.557098         6.61977      0.0234647        6.00693         5334.89        2.82374        722.871        -3.51671       0.379753         97.216
       1        0.501816         7.00389      0.0249421        6.38512         5361.75        2.74616        703.012         2.64982       0.377853        96.7295
       2        0.500259         7.08508      0.0255212        6.53338         5311.59        2.80056        716.938        -3.27663       0.373131        95.5208
       3        0.500763         6.64629       0.023589        6.03873         5357.75        2.76185        707.027         1.17606       0.377021        96.5167
       4         0.49826         6.63619      0.0227857        5.83309         5356.77        2.82412        722.969         3.00957       0.379068        97.0406
       5        0.500854         6.72588      0.0246071        6.29938            5350        2.81303         720.13        -1.65716       0.373347        95.5762
       6        0.498596         7.23806      0.0251929        6.44935         5354.02        2.81127        719.678         1.99868       0.369976        94.7131
       7         0.50116         6.80457      0.0239285        6.12564         5344.88        2.77427        710.208         2.36766       0.378241        96.8289
       8          0.4991         6.78988      0.0245922        6.29556         5340.03         2.7792        711.471          -3.811       0.376669        96.4265
   total        0.505893         6.83693      0.0162088        6.22417         5346.03        1.86228        715.115      -0.0456669       0.251047        96.4018
