   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.567947         13.7363      0.0441437        11.3007          1219.6        1.03689        265.442         2.71107        0.25671        65.7172
       1        0.502243         13.8137      0.0454528        11.6358         1230.85        1.04054        266.377        -1.20983        0.25277        64.7087
       2        0.498917         13.7597      0.0446469        11.4295         1218.94        1.03704        265.481            3.61       0.255456        65.3963
       3        0.500366         13.4346      0.0432968        11.0839         1221.59        1.02221        261.683        -1.87216       0.259037         66.313
       4        0.499298          14.615      0.0453807        11.6174         1211.85        1.05779        270.793        0.281057       0.248577        63.6352
       5        0.501053         13.7196      0.0444005        11.3664         1227.25        1.05818        270.893        0.744919        0.25817         66.091
       6        0.499146         14.0235      0.0459342        11.7591         1222.92        1.02263        261.791        -2.06681       0.253369         64.862
       7        0.500931         12.9433      0.0416166        10.6538          1232.2        1.04644        267.886        -1.06087       0.251369        64.3498
       8        0.501877          13.326      0.0432184        11.0638         1228.95        1.04344        267.118        -2.59902        0.26164        66.9794
   total        0.508131         13.7062      0.0295273        11.3384         1223.85       0.693478        266.295       -0.113238       0.170151        65.3376
