   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.568634         97.1672      0.0268832        6.88204          54.054      0.0292088        7.47739       -0.516797      0.0263642        6.74919
       1        0.499847         97.6712     0.00721783        1.84775         53.4919     0.00967483        2.47674      -0.0114137     0.00564308        1.44462
       2        0.501328         97.7221     0.00693252        1.77471         53.4366     0.00931105        2.38361      -0.0193813     0.00550783        1.40999
       3        0.498734          97.681     0.00703165        1.80009         53.4736     0.00948309        2.42765       0.0238325     0.00561055        1.43629
       4        0.500534         97.6847     0.00701297        1.79531         53.4972     0.00960581        2.45907    -0.000227598     0.00571391        1.46275
       5        0.499847         97.6337     0.00716437        1.83407         53.5602     0.00978798         2.5057      0.00260894     0.00572163        1.46473
       6        0.501923         97.7125     0.00688607        1.76282          53.435     0.00927732        2.37498      -0.0202865     0.00547196        1.40081
       7        0.498703         97.7134     0.00698578        1.78835         53.4392     0.00940023        2.40644      0.00200557     0.00546606         1.3993
       8         0.50058         97.7404     0.00681651        1.74501         53.4057     0.00927968        2.37558        0.023645     0.00537782        1.37671
   total         0.50807         97.6367      0.0074225        2.85023         53.5345     0.00881647        3.38551      -0.0571569     0.00682076        2.61916
