   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.56662         11.9958      0.0388722         9.9512         1607.26        1.31673        337.079         1.85125       0.279054        71.4373
       1        0.501785         11.1965      0.0355355        9.09703         1611.89        1.32803        339.974         4.35932       0.279934        71.6626
       2        0.500214         12.1439       0.038848        9.94502         1590.29        1.30795        334.833        -2.59309       0.271551        69.5166
       3        0.499969         12.0615      0.0391762         10.029         1588.88        1.31577        336.834        0.740485       0.276005        70.6568
       4         0.49852          11.875      0.0390248        9.99028          1586.2        1.31029        335.431        -2.43671        0.27438        70.2407
       5        0.501495          10.859      0.0361309        9.24945         1613.35        1.30629        334.407         2.38591       0.280106        71.7065
       6        0.500275          11.436      0.0389245        9.96459         1604.83        1.31558        336.786       -0.655453       0.281244        71.9979
       7        0.498886         11.1278       0.037965        9.71896         1594.93        1.28021         327.73        0.108448       0.272281        69.7035
       8        0.500275         12.0207      0.0400532        10.2535         1596.37        1.29607        331.791        0.993434       0.277767        71.1077
   total        0.508898         11.6364      0.0255742        9.82044          1599.5       0.873507        335.426        0.553923       0.184704        70.9259
