   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.574951         64.4846      0.0753957        19.3011         150.188       0.171028        43.7829      -0.0806363        0.08995         23.027
       1        0.500687         65.7204      0.0742203        19.0003         147.718       0.151336        38.7418       0.0476414      0.0828133           21.2
       2        0.501053         65.8586      0.0752962        19.2757         147.797       0.151828        38.8676        0.534178      0.0832388         21.309
       3        0.499176         66.0911      0.0732971        18.7639         148.227       0.152747        39.1029        -1.27563      0.0822437        21.0542
       4        0.501251         65.0695       0.073939        18.9283         148.602       0.146888         37.603      -0.0699668      0.0862991        22.0924
       5        0.498215         65.0144      0.0753123        19.2798         149.519       0.151151        38.6944       -0.600074      0.0858011        21.9649
       6        0.500778         64.7781      0.0768703        19.6786         148.421       0.149698        38.3225        0.265263      0.0861446        22.0528
       7        0.501144         64.2875      0.0745696        19.0897         150.208       0.149643        38.3082        0.347909      0.0849417        21.7449
       8         0.49942         65.0436      0.0746751        19.1167         149.629       0.156136        39.9705      -0.0508206      0.0876552        22.4396
   total        0.508809         65.1516      0.0499447        19.1787         148.901       0.102285        39.2772       -0.113707      0.0569638         21.874
