   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564758         8.58499      0.0303488        7.76925         2533.24        1.89402        484.865         1.01495       0.342139        87.5868
       1        0.501724         8.45728      0.0290144        7.42763         2529.93        1.85607        475.151        -1.57255       0.327138        83.7466
       2             0.5         8.70205      0.0292849        7.49688         2539.09        1.91455         490.12        -1.62818       0.329156        84.2633
       3        0.500351         8.64478      0.0295017        7.55237         2560.29        1.94918        498.986        0.589302       0.334854        85.7219
       4        0.498672         8.09787      0.0280101        7.17052         2552.69        1.95007        499.215        -1.53255       0.323445        82.8013
       5        0.501633         8.28564      0.0275598        7.05525         2587.77        1.96307        502.541         2.05635       0.335643        85.9239
       6        0.499939         8.50161      0.0298539        7.64254         2560.29        1.99259          510.1         -1.4271       0.334262        85.5703
       7         0.49736          8.8692      0.0300832        7.70125         2520.43        1.86627        477.762        -2.32926       0.328281        84.0394
       8        0.501999         8.55495      0.0298976        7.65373         2537.57         1.9048        487.624       -0.581503       0.330777        84.6783
   total        0.506137         8.52654      0.0195538        7.50864         2547.03        1.28146        492.081       -0.599152       0.221282         84.972
